transaction_id,sender_id,receiver_id,amount,timestamp
T00000513,N158,N153,6885,2024-01-01 17:32:00
T00000514,N120,N178,9813,2024-01-01 17:33:00
T00000515,N101,N166,9647,2024-01-01 17:34:00
T00000516,N106,N47,9610,2024-01-01 17:35:00
T00000517,N192,N52,7697,2024-01-01 17:36:00
T00000518,N120,N197,3676,2024-01-01 17:37:00
T00000519,N86,N61,562,2024-01-01 17:38:00
T00000520,N20,N151,4239,2024-01-01 17:39:00
T00000521,A3,A1,5368,2024-01-01 17:40:00
T00000522,B1,B2,9041,2024-01-01 17:41:00
T00000523,B2,B3,297,2024-01-01 17:42:00
T00000524,B3,B4,9025,2024-01-01 17:43:00
T00000525,B4,B1,7723,2024-01-01 17:44:00
T00000526,A1,A2,8345,2024-01-01 17:45:00
T00000527,A2,A3,8757,2024-01-01 17:46:00
T00000528,N27,N187,1592,2024-01-01 17:47:00
T00000529,N54,N160,3559,2024-01-01 17:48:00
T00000530,N42,N191,7143,2024-01-01 17:49:00
T00000531,FI9,HUB_FI,2763,2024-01-01 17:50:00
T00000532,N93,N19,4440,2024-01-01 17:51:00
T00000533,N27,N192,4500,2024-01-01 17:52:00
T00000534,N4,N24,3574,2024-01-01 17:53:00
T00000535,N200,N136,1282,2024-01-01 17:54:00
T00000536,N67,N2,9571,2024-01-01 17:55:00
T00000537,N152,N186,1799,2024-01-01 17:56:00
T00000538,N34,N73,3612,2024-01-01 17:57:00
T00000539,N199,N10,9115,2024-01-01 17:58:00
T00000540,N12,N53,7033,2024-01-01 17:59:00
T00000541,A2,A3,1964,2024-01-01 18:00:00
T00000542,A3,A1,4026,2024-01-01 18:01:00
T00000543,B1,B2,9054,2024-01-01 18:02:00
T00000544,B2,B3,879,2024-01-01 18:03:00
T00000545,B3,B4,2343,2024-01-01 18:04:00
T00000546,B4,B1,3020,2024-01-01 18:05:00
T00000547,A1,A2,718,2024-01-01 18:06:00
T00000548,N14,N10,2825,2024-01-01 18:07:00
T00000549,N54,N16,8498,2024-01-01 18:08:00
T00000550,N55,N192,7837,2024-01-01 18:09:00
T00000551,FI1,HUB_FI,9948,2024-01-01 18:10:00
T00000552,N109,N105,3565,2024-01-01 18:11:00
T00000553,N132,N151,5068,2024-01-01 18:12:00
T00000554,N89,N108,2466,2024-01-01 18:13:00
T00000555,N5,N199,1383,2024-01-01 18:14:00
T00000556,HUB_FO,FO4,682,2024-01-01 18:15:00
T00000557,N126,N141,8623,2024-01-01 18:16:00
T00000558,N2,N67,7000,2024-01-01 18:17:00
T00000559,N128,N132,3898,2024-01-01 18:18:00
T00000560,N149,N163,6020,2024-01-01 18:19:00
T00000561,A1,A2,7157,2024-01-01 18:20:00
T00000562,A2,A3,7779,2024-01-01 18:21:00
T00000563,A3,A1,222,2024-01-01 18:22:00
T00000564,B1,B2,7685,2024-01-01 18:23:00
T00000565,B2,B3,985,2024-01-01 18:24:00
T00000566,B3,B4,2536,2024-01-01 18:25:00
T00000567,B4,B1,8570,2024-01-01 18:26:00
T00000568,N21,N169,9743,2024-01-01 18:27:00
T00000569,N4,N174,9672,2024-01-01 18:28:00
T00000570,N105,N72,5749,2024-01-01 18:29:00
T00000571,FI10,HUB_FI,6552,2024-01-01 18:30:00
T00000572,N25,N178,5458,2024-01-01 18:31:00
T00000573,N130,N63,1363,2024-01-01 18:32:00
T00000574,N2,N67,1066,2024-01-01 18:33:00
T00000575,N156,N151,3293,2024-01-01 18:34:00
T00000576,N126,N77,4462,2024-01-01 18:35:00
T00000577,N141,N115,8935,2024-01-01 18:36:00
T00000578,N197,N105,8512,2024-01-01 18:37:00
T00000579,N56,N15,9367,2024-01-01 18:38:00
T00000580,N26,N178,7215,2024-01-01 18:39:00
T00000581,B4,B1,2658,2024-01-01 18:40:00
T00000582,A1,A2,6190,2024-01-01 18:41:00
T00000583,A2,A3,5024,2024-01-01 18:42:00
T00000584,A3,A1,1432,2024-01-01 18:43:00
T00000585,B1,B2,2226,2024-01-01 18:44:00
T00000586,B2,B3,7569,2024-01-01 18:45:00
T00000587,B3,B4,5435,2024-01-01 18:46:00
T00000588,N56,N130,5017,2024-01-01 18:47:00
T00000589,N11,N45,6166,2024-01-01 18:48:00
T00000590,N115,N168,1919,2024-01-01 18:49:00
T00000591,FI1,HUB_FI,656,2024-01-01 18:50:00
T00000592,N5,N166,2421,2024-01-01 18:51:00
T00000593,N30,N37,2214,2024-01-01 18:52:00
T00000594,N31,N109,7552,2024-01-01 18:53:00
T00000595,N30,N20,1858,2024-01-01 18:54:00
T00000596,N164,N143,5896,2024-01-01 18:55:00
T00000597,N115,N120,3986,2024-01-01 18:56:00
T00000598,N124,N178,2179,2024-01-01 18:57:00
T00000599,N160,N30,4527,2024-01-01 18:58:00
T00000600,N102,N64,5126,2024-01-01 18:59:00
T00000601,B3,B4,6361,2024-01-01 19:00:00
T00000602,B4,B1,9082,2024-01-01 19:01:00
T00000603,A1,A2,9595,2024-01-01 19:02:00
T00000604,A2,A3,9661,2024-01-01 19:03:00
T00000605,A3,A1,3682,2024-01-01 19:04:00
T00000606,B1,B2,6960,2024-01-01 19:05:00
T00000607,B2,B3,1720,2024-01-01 19:06:00
T00000608,N124,N167,8870,2024-01-01 19:07:00
T00000609,N110,N137,1608,2024-01-01 19:08:00
T00000610,N145,N149,9018,2024-01-01 19:09:00
T00000611,FI7,HUB_FI,2021,2024-01-01 19:10:00
T00000612,N172,N48,1688,2024-01-01 19:11:00
T00000613,N151,N58,7982,2024-01-01 19:12:00
T00000614,N30,N3,6921,2024-01-01 19:13:00
T00000615,N27,N23,324,2024-01-01 19:14:00
T00000616,HUB_FO,FO4,1258,2024-01-01 19:15:00
T00000617,N103,N82,8787,2024-01-01 19:16:00
T00000618,N188,N168,8751,2024-01-01 19:17:00
T00000619,N126,N183,8468,2024-01-01 19:18:00
T00000620,N14,N183,7078,2024-01-01 19:19:00
T00000621,B2,B3,7277,2024-01-01 19:20:00
T00000622,B3,B4,177,2024-01-01 19:21:00
T00000623,B4,B1,7296,2024-01-01 19:22:00
T00000624,A1,A2,6003,2024-01-01 19:23:00
T00000625,A2,A3,7323,2024-01-01 19:24:00
T00000626,A3,A1,8419,2024-01-01 19:25:00
T00000627,B1,B2,7779,2024-01-01 19:26:00
T00000628,N82,N197,5659,2024-01-01 19:27:00
T00000629,N10,N43,1478,2024-01-01 19:28:00
T00000630,N193,N79,6196,2024-01-01 19:29:00
T00000631,FI3,HUB_FI,2734,2024-01-01 19:30:00
T00000632,N149,N114,9048,2024-01-01 19:31:00
T00000633,N113,N84,831,2024-01-01 19:32:00
T00000634,N11,N42,1372,2024-01-01 19:33:00
T00000635,N153,N132,6751,2024-01-01 19:34:00
T00000636,N77,N162,6237,2024-01-01 19:35:00
T00000637,N122,N147,2428,2024-01-01 19:36:00
T00000638,N132,N156,1591,2024-01-01 19:37:00
T00000639,N183,N198,2116,2024-01-01 19:38:00
T00000640,N117,N192,2757,2024-01-01 19:39:00
T00000641,B1,B2,6126,2024-01-01 19:40:00
T00000642,B2,B3,9399,2024-01-01 19:41:00
T00000643,B3,B4,7055,2024-01-01 19:42:00
T00000644,B4,B1,2259,2024-01-01 19:43:00
T00000645,A1,A2,7232,2024-01-01 19:44:00
T00000646,A2,A3,6740,2024-01-01 19:45:00
T00000647,A3,A1,1104,2024-01-01 19:46:00
T00000648,N146,N78,229,2024-01-01 19:47:00
T00000649,N200,N196,1740,2024-01-01 19:48:00
T00000650,N35,N191,1185,2024-01-01 19:49:00
T00000651,FI10,HUB_FI,1562,2024-01-01 19:50:00
T00000652,N96,N106,8898,2024-01-01 19:51:00
T00000653,N192,N114,9189,2024-01-01 19:52:00
T00000654,N14,N81,1362,2024-01-01 19:53:00
T00000655,N197,N187,1963,2024-01-01 19:54:00
T00000656,N117,N53,9561,2024-01-01 19:55:00
T00000657,N126,N87,6160,2024-01-01 19:56:00
T00000658,N172,N36,7803,2024-01-01 19:57:00
T00000659,N80,N172,1359,2024-01-01 19:58:00
T00000660,N134,N108,277,2024-01-01 19:59:00
T00000661,A3,A1,7498,2024-01-01 20:00:00
T00000662,B1,B2,1099,2024-01-01 20:01:00
T00000663,B2,B3,7062,2024-01-01 20:02:00
T00000664,B3,B4,3314,2024-01-01 20:03:00
T00000665,B4,B1,9307,2024-01-01 20:04:00
T00000666,A1,A2,5679,2024-01-01 20:05:00
T00000667,A2,A3,5949,2024-01-01 20:06:00
T00000668,N34,N150,1710,2024-01-01 20:07:00
T00000669,N91,N141,2313,2024-01-01 20:08:00
T00000670,N29,N56,1807,2024-01-01 20:09:00
T00000671,FI1,HUB_FI,5839,2024-01-01 20:10:00
T00000672,N101,N56,6326,2024-01-01 20:11:00
T00000673,N138,N148,4424,2024-01-01 20:12:00
T00000674,N87,N117,2568,2024-01-01 20:13:00
T00000675,N100,N113,4714,2024-01-01 20:14:00
T00000676,HUB_FO,FO4,8973,2024-01-01 20:15:00
T00000677,N170,N72,8169,2024-01-01 20:16:00
T00000678,N44,N8,9815,2024-01-01 20:17:00
T00000679,N188,N97,2925,2024-01-01 20:18:00
T00000680,N168,N49,8357,2024-01-01 20:19:00
T00000681,A2,A3,5437,2024-01-01 20:20:00
T00000682,A3,A1,1674,2024-01-01 20:21:00
T00000683,B1,B2,2269,2024-01-01 20:22:00
T00000684,B2,B3,9947,2024-01-01 20:23:00
T00000685,B3,B4,5545,2024-01-01 20:24:00
T00000686,B4,B1,2772,2024-01-01 20:25:00
T00000687,A1,A2,5461,2024-01-01 20:26:00
T00000688,N43,N146,4953,2024-01-01 20:27:00
T00000689,N174,N53,7993,2024-01-01 20:28:00
T00000690,N50,N16,7885,2024-01-01 20:29:00
T00000691,FI5,HUB_FI,2807,2024-01-01 20:30:00
T00000692,N70,N123,2871,2024-01-01 20:31:00
T00000693,N161,N146,7928,2024-01-01 20:32:00
T00000694,N35,N194,4731,2024-01-01 20:33:00
T00000695,N98,N64,813,2024-01-01 20:34:00
T00000696,N78,N200,592,2024-01-01 20:35:00
T00000697,N25,N73,452,2024-01-01 20:36:00
T00000698,N84,N151,8726,2024-01-01 20:37:00
T00000699,N135,N37,9996,2024-01-01 20:38:00
T00000700,N46,N134,6970,2024-01-01 20:39:00
T00000701,A1,A2,9056,2024-01-01 20:40:00
T00000702,A2,A3,3688,2024-01-01 20:41:00
T00000703,A3,A1,6329,2024-01-01 20:42:00
T00000704,B1,B2,5746,2024-01-01 20:43:00
T00000705,B2,B3,9602,2024-01-01 20:44:00
T00000706,B3,B4,4560,2024-01-01 20:45:00
T00000707,B4,B1,4679,2024-01-01 20:46:00
T00000708,N36,N57,9728,2024-01-01 20:47:00
T00000709,N24,N98,2758,2024-01-01 20:48:00
T00000710,N64,N99,122,2024-01-01 20:49:00
T00000711,FI5,HUB_FI,3756,2024-01-01 20:50:00
T00000712,N131,N133,174,2024-01-01 20:51:00
T00000713,N189,N18,5166,2024-01-01 20:52:00
T00000714,N146,N49,5544,2024-01-01 20:53:00
T00000715,N26,N69,684,2024-01-01 20:54:00
T00000716,N52,N124,5440,2024-01-01 20:55:00
T00000717,N22,N102,3209,2024-01-01 20:56:00
T00000718,N170,N73,5872,2024-01-01 20:57:00
T00000719,N81,N147,2783,2024-01-01 20:58:00
T00000720,N174,N163,4034,2024-01-01 20:59:00
T00000721,B4,B1,1957,2024-01-01 21:00:00
T00000722,A1,A2,6520,2024-01-01 21:01:00
T00000723,A2,A3,3531,2024-01-01 21:02:00
T00000724,A3,A1,8116,2024-01-01 21:03:00
T00000725,B1,B2,8259,2024-01-01 21:04:00
T00000726,B2,B3,1980,2024-01-01 21:05:00
T00000727,B3,B4,9795,2024-01-01 21:06:00
T00000728,N169,N129,6129,2024-01-01 21:07:00
T00000729,N161,N82,6661,2024-01-01 21:08:00
T00000730,N155,N167,1913,2024-01-01 21:09:00
T00000731,FI10,HUB_FI,7948,2024-01-01 21:10:00
T00000732,N143,N19,6094,2024-01-01 21:11:00
T00000733,N80,N39,5727,2024-01-01 21:12:00
T00000734,N48,N64,8499,2024-01-01 21:13:00
T00000735,N188,N55,6669,2024-01-01 21:14:00
T00000736,HUB_FO,FO2,5899,2024-01-01 21:15:00
T00000737,N67,N195,4662,2024-01-01 21:16:00
T00000738,N148,N10,6300,2024-01-01 21:17:00
T00000739,N191,N177,6620,2024-01-01 21:18:00
T00000740,N49,N68,3690,2024-01-01 21:19:00
T00000741,B3,B4,7715,2024-01-01 21:20:00
T00000742,B4,B1,3364,2024-01-01 21:21:00
T00000743,A1,A2,271,2024-01-01 21:22:00
T00000744,A2,A3,6198,2024-01-01 21:23:00
T00000745,A3,A1,3779,2024-01-01 21:24:00
T00000746,B1,B2,1112,2024-01-01 21:25:00
T00000747,B2,B3,2184,2024-01-01 21:26:00
T00000748,N188,N51,785,2024-01-01 21:27:00
T00000749,N186,N36,9292,2024-01-01 21:28:00
T00000750,N14,N4,473,2024-01-01 21:29:00
T00000751,FI6,HUB_FI,2702,2024-01-01 21:30:00
T00000752,N189,N156,2380,2024-01-01 21:31:00
T00000753,N97,N193,8932,2024-01-01 21:32:00
T00000754,N71,N153,8736,2024-01-01 21:33:00
T00000755,N88,N46,5584,2024-01-01 21:34:00
T00000756,N129,N155,4121,2024-01-01 21:35:00
T00000757,N17,N196,4541,2024-01-01 21:36:00
T00000758,N55,N172,6878,2024-01-01 21:37:00
T00000759,N81,N160,6933,2024-01-01 21:38:00
T00000760,N43,N168,7369,2024-01-01 21:39:00
T00000761,B2,B3,306,2024-01-01 21:40:00
T00000762,B3,B4,384,2024-01-01 21:41:00
T00000763,B4,B1,528,2024-01-01 21:42:00
T00000764,A1,A2,2624,2024-01-01 21:43:00
T00000765,A2,A3,9379,2024-01-01 21:44:00
T00000766,A3,A1,4042,2024-01-01 21:45:00
T00000767,B1,B2,7625,2024-01-01 21:46:00
T00000768,N53,N9,6337,2024-01-01 21:47:00
T00000769,N120,N170,700,2024-01-01 21:48:00
T00000770,N136,N115,6728,2024-01-01 21:49:00
T00000771,FI4,HUB_FI,9502,2024-01-01 21:50:00
T00000772,N169,N176,7482,2024-01-01 21:51:00
T00000773,N33,N116,2751,2024-01-01 21:52:00
T00000774,N163,N189,9135,2024-01-01 21:53:00
T00000775,N159,N1,9025,2024-01-01 21:54:00
T00000776,N184,N187,4109,2024-01-01 21:55:00
T00000777,N142,N171,1838,2024-01-01 21:56:00
T00000778,N85,N103,2269,2024-01-01 21:57:00
T00000779,N147,N24,8061,2024-01-01 21:58:00
T00000780,N105,N106,7919,2024-01-01 21:59:00
T00000781,B1,B2,6763,2024-01-01 22:00:00
T00000782,B2,B3,773,2024-01-01 22:01:00
T00000783,B3,B4,7636,2024-01-01 22:02:00
T00000784,B4,B1,3890,2024-01-01 22:03:00
T00000785,A1,A2,482,2024-01-01 22:04:00
T00000786,A2,A3,3034,2024-01-01 22:05:00
T00000787,A3,A1,2375,2024-01-01 22:06:00
T00000788,N55,N24,9669,2024-01-01 22:07:00
T00000789,N68,N18,9571,2024-01-01 22:08:00
T00000790,N26,N40,7437,2024-01-01 22:09:00
T00000791,FI7,HUB_FI,8500,2024-01-01 22:10:00
T00000792,N173,N116,5116,2024-01-01 22:11:00
T00000793,N155,N137,291,2024-01-01 22:12:00
T00000794,N16,N22,3318,2024-01-01 22:13:00
T00000795,N29,N164,1842,2024-01-01 22:14:00
T00000796,HUB_FO,FO4,1504,2024-01-01 22:15:00
T00000797,N40,N77,1322,2024-01-01 22:16:00
T00000798,N84,N152,2302,2024-01-01 22:17:00
T00000799,N186,N192,3482,2024-01-01 22:18:00
T00000800,N97,N61,8083,2024-01-01 22:19:00
T00000801,A3,A1,9249,2024-01-01 22:20:00
T00000802,B1,B2,7302,2024-01-01 22:21:00
T00000803,B2,B3,3678,2024-01-01 22:22:00
T00000804,B3,B4,1774,2024-01-01 22:23:00
T00000805,B4,B1,4165,2024-01-01 22:24:00
T00000806,A1,A2,6535,2024-01-01 22:25:00
T00000807,A2,A3,9403,2024-01-01 22:26:00
T00000808,N39,N21,5553,2024-01-01 22:27:00
T00000809,N115,N111,5756,2024-01-01 22:28:00
T00000810,N57,N200,8737,2024-01-01 22:29:00
T00000811,FI7,HUB_FI,3895,2024-01-01 22:30:00
T00000812,N181,N136,1547,2024-01-01 22:31:00
T00000813,N112,N72,9620,2024-01-01 22:32:00
T00000814,N83,N44,4387,2024-01-01 22:33:00
T00000815,N40,N133,3463,2024-01-01 22:34:00
T00000816,N25,N113,7253,2024-01-01 22:35:00
T00000817,N150,N122,8851,2024-01-01 22:36:00
T00000818,N138,N29,6802,2024-01-01 22:37:00
T00000819,N19,N134,3335,2024-01-01 22:38:00
T00000820,N92,N17,8356,2024-01-01 22:39:00
T00000821,A2,A3,2971,2024-01-01 22:40:00
T00000822,A3,A1,6884,2024-01-01 22:41:00
T00000823,B1,B2,8023,2024-01-01 22:42:00
T00000824,B2,B3,261,2024-01-01 22:43:00
T00000825,B3,B4,1605,2024-01-01 22:44:00
T00000826,B4,B1,3618,2024-01-01 22:45:00
T00000827,A1,A2,8511,2024-01-01 22:46:00
T00000828,N24,N147,8086,2024-01-01 22:47:00
T00000829,N38,N166,8630,2024-01-01 22:48:00
T00000830,N55,N154,8358,2024-01-01 22:49:00
T00000831,FI7,HUB_FI,9202,2024-01-01 22:50:00
T00000832,N67,N142,861,2024-01-01 22:51:00
T00000833,N131,N160,7701,2024-01-01 22:52:00
T00000834,N107,N178,303,2024-01-01 22:53:00
T00000835,N116,N111,3544,2024-01-01 22:54:00
T00000836,N174,N167,4316,2024-01-01 22:55:00
T00000837,N140,N63,2008,2024-01-01 22:56:00
T00000838,N51,N41,2378,2024-01-01 22:57:00
T00000839,N173,N198,8714,2024-01-01 22:58:00
T00000840,N83,N14,9505,2024-01-01 22:59:00
T00000841,A1,A2,9421,2024-01-01 23:00:00
T00000842,A2,A3,1683,2024-01-01 23:01:00
T00000843,A3,A1,3053,2024-01-01 23:02:00
T00000844,B1,B2,3260,2024-01-01 23:03:00
T00000845,B2,B3,9128,2024-01-01 23:04:00
T00000846,B3,B4,7083,2024-01-01 23:05:00
T00000847,B4,B1,3677,2024-01-01 23:06:00
T00000848,N147,N142,4768,2024-01-01 23:07:00
T00000849,N170,N84,7708,2024-01-01 23:08:00
T00000850,N86,N19,1644,2024-01-01 23:09:00
T00000851,FI10,HUB_FI,7092,2024-01-01 23:10:00
T00000852,N15,N183,282,2024-01-01 23:11:00
T00000853,N123,N78,3929,2024-01-01 23:12:00
T00000854,N6,N69,3003,2024-01-01 23:13:00
T00000855,N50,N169,228,2024-01-01 23:14:00
T00000856,HUB_FO,FO7,6423,2024-01-01 23:15:00
T00000857,N11,N114,7332,2024-01-01 23:16:00
T00000858,N65,N2,5237,2024-01-01 23:17:00
T00000859,N14,N112,6209,2024-01-01 23:18:00
T00000860,N51,N154,9328,2024-01-01 23:19:00
T00000861,B4,B1,5959,2024-01-01 23:20:00
T00000862,A1,A2,3350,2024-01-01 23:21:00
T00000863,A2,A3,9063,2024-01-01 23:22:00
T00000864,A3,A1,6029,2024-01-01 23:23:00
T00000865,B1,B2,4163,2024-01-01 23:24:00
T00000866,B2,B3,972,2024-01-01 23:25:00
T00000867,B3,B4,9710,2024-01-01 23:26:00
T00000868,N167,N157,5548,2024-01-01 23:27:00
T00000869,N136,N104,7365,2024-01-01 23:28:00
T00000870,N36,N18,8140,2024-01-01 23:29:00
T00000871,FI10,HUB_FI,1526,2024-01-01 23:30:00
T00000872,N186,N81,6121,2024-01-01 23:31:00
T00000873,N160,N140,7000,2024-01-01 23:32:00
T00000874,N93,N31,3632,2024-01-01 23:33:00
T00000875,N77,N37,9225,2024-01-01 23:34:00
T00000876,N96,N3,3677,2024-01-01 23:35:00
T00000877,N147,N83,8823,2024-01-01 23:36:00
T00000878,N32,N40,7411,2024-01-01 23:37:00
T00000879,N31,N34,8771,2024-01-01 23:38:00
T00000880,N36,N70,7875,2024-01-01 23:39:00
T00000881,B3,B4,2105,2024-01-01 23:40:00
T00000882,B4,B1,4039,2024-01-01 23:41:00
T00000883,A1,A2,506,2024-01-01 23:42:00
T00000884,A2,A3,9734,2024-01-01 23:43:00
T00000885,A3,A1,2428,2024-01-01 23:44:00
T00000886,B1,B2,4225,2024-01-01 23:45:00
T00000887,B2,B3,4486,2024-01-01 23:46:00
T00000888,N81,N27,6549,2024-01-01 23:47:00
T00000889,N95,N51,7986,2024-01-01 23:48:00
T00000890,N199,N78,3875,2024-01-01 23:49:00
T00000891,FI7,HUB_FI,9904,2024-01-01 23:50:00
T00000892,N97,N92,6699,2024-01-01 23:51:00
T00000893,N14,N188,2284,2024-01-01 23:52:00
T00000894,N169,N143,528,2024-01-01 23:53:00
T00000895,N5,N176,8388,2024-01-01 23:54:00
T00000896,N6,N179,661,2024-01-01 23:55:00
T00000897,N23,N164,7966,2024-01-01 23:56:00
T00000898,N172,N150,7435,2024-01-01 23:57:00
T00000899,N164,N2,9154,2024-01-01 23:58:00
T00000900,N151,N49,8284,2024-01-01 23:59:00
T00000901,B2,B3,2801,2024-01-02 00:00:00
T00000902,B3,B4,6466,2024-01-02 00:01:00
T00000903,B4,B1,6854,2024-01-02 00:02:00
T00000904,A1,A2,1425,2024-01-02 00:03:00
T00000905,A2,A3,7745,2024-01-02 00:04:00
T00000906,A3,A1,4939,2024-01-02 00:05:00
T00000907,B1,B2,4362,2024-01-02 00:06:00
T00000908,N182,N67,3766,2024-01-02 00:07:00
T00000909,N136,N7,3899,2024-01-02 00:08:00
T00000910,N2,N98,9752,2024-01-02 00:09:00
T00000911,FI2,HUB_FI,3545,2024-01-02 00:10:00
T00000912,N130,N21,5424,2024-01-02 00:11:00
T00000913,N71,N104,5161,2024-01-02 00:12:00
T00000914,N25,N198,3489,2024-01-02 00:13:00
T00000915,N96,N10,6471,2024-01-02 00:14:00
T00000916,HUB_FO,FO10,7360,2024-01-02 00:15:00
T00000917,N111,N134,2335,2024-01-02 00:16:00
T00000918,N61,N62,5225,2024-01-02 00:17:00
T00000919,N32,N11,4173,2024-01-02 00:18:00
T00000920,N156,N194,7273,2024-01-02 00:19:00
T00000921,B1,B2,4228,2024-01-02 00:20:00
T00000922,B2,B3,9032,2024-01-02 00:21:00
T00000923,B3,B4,5701,2024-01-02 00:22:00
T00000924,B4,B1,4182,2024-01-02 00:23:00
T00000925,A1,A2,556,2024-01-02 00:24:00
T00000926,A2,A3,3126,2024-01-02 00:25:00
T00000927,A3,A1,1304,2024-01-02 00:26:00
T00000928,N177,N132,4551,2024-01-02 00:27:00
T00000929,N95,N15,9043,2024-01-02 00:28:00
T00000930,N23,N149,5329,2024-01-02 00:29:00
T00000931,FI8,HUB_FI,9737,2024-01-02 00:30:00
T00000932,N40,N149,7251,2024-01-02 00:31:00
T00000933,N42,N185,6555,2024-01-02 00:32:00
T00000934,N50,N65,815,2024-01-02 00:33:00
T00000935,N11,N91,6139,2024-01-02 00:34:00
T00000936,N8,N9,136,2024-01-02 00:35:00
T00000937,N81,N195,6159,2024-01-02 00:36:00
T00000938,N26,N74,171,2024-01-02 00:37:00
T00000939,N139,N116,4808,2024-01-02 00:38:00
T00000940,N37,N131,3874,2024-01-02 00:39:00
T00000941,A3,A1,3967,2024-01-02 00:40:00
T00000942,B1,B2,2897,2024-01-02 00:41:00
T00000943,B2,B3,9912,2024-01-02 00:42:00
T00000944,B3,B4,5417,2024-01-02 00:43:00
T00000945,B4,B1,4911,2024-01-02 00:44:00
T00000946,A1,A2,8164,2024-01-02 00:45:00
T00000947,A2,A3,3130,2024-01-02 00:46:00
T00000948,N94,N164,6923,2024-01-02 00:47:00
T00000949,N76,N167,3051,2024-01-02 00:48:00
T00000950,N157,N172,7422,2024-01-02 00:49:00
T00000951,FI4,HUB_FI,6898,2024-01-02 00:50:00
T00000952,N68,N170,3893,2024-01-02 00:51:00
T00000953,N196,N54,6664,2024-01-02 00:52:00
T00000954,N176,N119,5076,2024-01-02 00:53:00
T00000955,N199,N55,1123,2024-01-02 00:54:00
T00000956,N185,N124,465,2024-01-02 00:55:00
T00000957,N117,N135,6417,2024-01-02 00:56:00
T00000958,N33,N168,193,2024-01-02 00:57:00
T00000959,N21,N23,2354,2024-01-02 00:58:00
T00000960,N142,N8,729,2024-01-02 00:59:00
T00000961,A2,A3,5187,2024-01-02 01:00:00
T00000962,A3,A1,3429,2024-01-02 01:01:00
T00000963,B1,B2,3466,2024-01-02 01:02:00
T00000964,B2,B3,3208,2024-01-02 01:03:00
T00000965,B3,B4,7082,2024-01-02 01:04:00
T00000966,B4,B1,7858,2024-01-02 01:05:00
T00000967,A1,A2,6089,2024-01-02 01:06:00
T00000968,N159,N199,9770,2024-01-02 01:07:00
T00000969,N178,N100,6511,2024-01-02 01:08:00
T00000970,N4,N59,848,2024-01-02 01:09:00
T00000971,FI1,HUB_FI,7858,2024-01-02 01:10:00
T00000972,N186,N45,1243,2024-01-02 01:11:00
T00000973,N59,N45,1202,2024-01-02 01:12:00
T00000974,N20,N69,2439,2024-01-02 01:13:00
T00000975,N172,N86,1960,2024-01-02 01:14:00
T00000976,HUB_FO,FO3,6970,2024-01-02 01:15:00
T00000977,N191,N32,9798,2024-01-02 01:16:00
T00000978,N186,N120,1995,2024-01-02 01:17:00
T00000979,N157,N83,7338,2024-01-02 01:18:00
T00000980,N66,N13,7348,2024-01-02 01:19:00
T00000981,A1,A2,2934,2024-01-02 01:20:00
T00000982,A2,A3,3083,2024-01-02 01:21:00
T00000983,A3,A1,9122,2024-01-02 01:22:00
T00000984,B1,B2,7066,2024-01-02 01:23:00
T00000985,B2,B3,647,2024-01-02 01:24:00
T00000986,B3,B4,9427,2024-01-02 01:25:00
T00000987,B4,B1,4931,2024-01-02 01:26:00
T00000988,N196,N101,9272,2024-01-02 01:27:00
T00000989,N55,N21,8410,2024-01-02 01:28:00
T00000990,N189,N112,5401,2024-01-02 01:29:00
T00000991,FI4,HUB_FI,2028,2024-01-02 01:30:00
T00000992,N195,N183,250,2024-01-02 01:31:00
T00000993,N176,N111,1402,2024-01-02 01:32:00
T00000994,N156,N3,9122,2024-01-02 01:33:00
T00000995,N117,N106,7112,2024-01-02 01:34:00
T00000996,N112,N103,1092,2024-01-02 01:35:00
T00000997,N61,N26,9501,2024-01-02 01:36:00
T00000998,N152,N4,1830,2024-01-02 01:37:00
T00000999,N169,N119,4960,2024-01-02 01:38:00
T00001000,N103,N33,8922,2024-01-02 01:39:00
